task_type,selection_role,condition,run_id,source_dataset,model_name,retain_mechanism,reinforcement_repeats,sample_count,timestamp,source_persona_a,source_persona_b
mbti_mcq,B_history_to_B,B_history_to_B,persona_20260410T110008Z_52d163f7,mbti_questions,gemini-2.5-flash-lite,history,1,93,2026-04-10T11:00:08.616661+00:00,ESFP,INFP
mbti_mcq,B_only,B_only,persona_20260410T050727Z_d086dcc8,mbti_questions,gemini-2.5-flash-lite,none,0,93,2026-04-10T05:08:53.705495+00:00,INFP,INFP
mbti_mcq,B_summary_to_B,B_summary_to_B,persona_20260410T110029Z_95d8034a,mbti_questions,gemini-2.5-flash-lite,summary,1,93,2026-04-10T11:00:29.588967+00:00,ESFP,INFP
machine_mindset,A_history_to_B,A_history_to_B,persona_20260410T105509Z_9a89831d,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,history,1,30,2026-04-10T10:55:43.960351+00:00,ESFP,INFP
machine_mindset,A_only,A_only,persona_20260410T042819Z_67143182,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:28:53.896364+00:00,ESFP,ESFP
machine_mindset,A_summary_to_B,A_summary_to_B,persona_20260410T105832Z_23439f18,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,summary,1,30,2026-04-10T10:59:03.936039+00:00,ESFP,INFP
machine_mindset,B_history_to_B,B_history_to_B,persona_20260410T110014Z_47be5567,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,history,1,30,2026-04-10T11:00:14.434830+00:00,ESFP,INFP
machine_mindset,B_only,B_only,persona_20260410T050859Z_78b21075,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,none,0,30,2026-04-10T05:09:34.450904+00:00,INFP,INFP
machine_mindset,B_summary_to_B,B_summary_to_B,persona_20260410T110035Z_319fd71a,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,summary,1,30,2026-04-10T11:00:35.346497+00:00,ESFP,INFP
ifeval,A_history_to_B,A_history_to_B,persona_20260410T105553Z_076b2248,ifeval,gemini-2.5-flash-lite,history,1,30,2026-04-10T10:56:50.017659+00:00,ESFP,INFP
ifeval,A_only,A_only,persona_20260410T042905Z_79a9b22e,ifeval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:30:03.566471+00:00,ESFP,ESFP
ifeval,A_summary_to_B,A_summary_to_B,persona_20260410T105913Z_920763e2,ifeval,gemini-2.5-flash-lite,summary,1,30,2026-04-10T11:00:02.385377+00:00,ESFP,INFP
ifeval,B_history_to_B,B_history_to_B,persona_20260410T110023Z_623ada58,ifeval,gemini-2.5-flash-lite,history,1,30,2026-04-10T11:00:23.372970+00:00,ESFP,INFP
ifeval,B_only,B_only,persona_20260410T050944Z_608ec481,ifeval,gemini-2.5-flash-lite,none,0,30,2026-04-10T05:10:36.423301+00:00,INFP,INFP
ifeval,B_summary_to_B,B_summary_to_B,persona_20260410T110044Z_7f42f114,ifeval,gemini-2.5-flash-lite,summary,1,30,2026-04-10T11:00:44.312479+00:00,ESFP,INFP
mbti_mcq,A_history_to_B,A_history_to_B,persona_20260410T110050Z_0d04be76,mbti_questions,gemini-2.5-flash-lite,history,1,93,2026-04-10T11:02:30.303931+00:00,ESFP,ESFJ
mbti_mcq,A_only,A_only,persona_20260410T042636Z_7caa0052,mbti_questions,gemini-2.5-flash-lite,none,0,93,2026-04-10T04:28:11.433417+00:00,ESFP,ESFP
mbti_mcq,A_summary_to_B,A_summary_to_B,persona_20260410T110427Z_34eaac84,mbti_questions,gemini-2.5-flash-lite,summary,1,93,2026-04-10T11:06:13.358596+00:00,ESFP,ESFJ
mbti_mcq,B_history_to_B,B_history_to_B,persona_20260410T110803Z_a4cacf5a,mbti_questions,gemini-2.5-flash-lite,history,1,93,2026-04-10T11:08:03.928226+00:00,ESFP,ESFJ
mbti_mcq,B_only,B_only,persona_20260410T051043Z_3d4c022f,mbti_questions,gemini-2.5-flash-lite,none,0,93,2026-04-10T05:12:04.485787+00:00,ESFJ,ESFJ
mbti_mcq,B_summary_to_B,B_summary_to_B,persona_20260410T110824Z_db328dc1,mbti_questions,gemini-2.5-flash-lite,summary,1,93,2026-04-10T11:08:25.007469+00:00,ESFP,ESFJ
machine_mindset,A_history_to_B,A_history_to_B,persona_20260410T110236Z_b166e5c9,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,history,1,30,2026-04-10T11:03:15.129583+00:00,ESFP,ESFJ
machine_mindset,A_only,A_only,persona_20260410T042819Z_67143182,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:28:53.896364+00:00,ESFP,ESFP
machine_mindset,A_summary_to_B,A_summary_to_B,persona_20260410T110619Z_fd135dfb,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,summary,1,30,2026-04-10T11:06:57.501912+00:00,ESFP,ESFJ
machine_mindset,B_history_to_B,B_history_to_B,persona_20260410T110809Z_9a6eb415,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,history,1,30,2026-04-10T11:08:09.687187+00:00,ESFP,ESFJ
machine_mindset,B_only,B_only,persona_20260410T051210Z_cdf09840,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,none,0,30,2026-04-10T05:12:42.175434+00:00,ESFJ,ESFJ
machine_mindset,B_summary_to_B,B_summary_to_B,persona_20260410T110830Z_af963fc3,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,summary,1,30,2026-04-10T11:08:30.754233+00:00,ESFP,ESFJ
ifeval,A_history_to_B,A_history_to_B,persona_20260410T110325Z_21f6e03c,ifeval,gemini-2.5-flash-lite,history,1,30,2026-04-10T11:04:21.397946+00:00,ESFP,ESFJ
ifeval,A_only,A_only,persona_20260410T042905Z_79a9b22e,ifeval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:30:03.566471+00:00,ESFP,ESFP
ifeval,A_summary_to_B,A_summary_to_B,persona_20260410T110706Z_02563d7c,ifeval,gemini-2.5-flash-lite,summary,1,30,2026-04-10T11:07:57.638010+00:00,ESFP,ESFJ
ifeval,B_history_to_B,B_history_to_B,persona_20260410T110818Z_1e1fb111,ifeval,gemini-2.5-flash-lite,history,1,30,2026-04-10T11:08:18.756022+00:00,ESFP,ESFJ
ifeval,B_only,B_only,persona_20260410T051251Z_6eb4f53d,ifeval,gemini-2.5-flash-lite,none,0,30,2026-04-10T05:13:39.712586+00:00,ESFJ,ESFJ
ifeval,B_summary_to_B,B_summary_to_B,persona_20260410T110839Z_db2bbea3,ifeval,gemini-2.5-flash-lite,summary,1,30,2026-04-10T11:08:39.688099+00:00,ESFP,ESFJ
mbti_mcq,A_history_to_B,A_history_to_B,persona_20260410T110845Z_67939ddf,mbti_questions,gemini-2.5-flash-lite,history,1,93,2026-04-10T11:10:24.598698+00:00,ESFP,ESTJ
mbti_mcq,A_only,A_only,persona_20260410T042636Z_7caa0052,mbti_questions,gemini-2.5-flash-lite,none,0,93,2026-04-10T04:28:11.433417+00:00,ESFP,ESFP
mbti_mcq,A_summary_to_B,A_summary_to_B,persona_20260410T111227Z_034389e0,mbti_questions,gemini-2.5-flash-lite,summary,1,93,2026-04-10T11:14:13.533069+00:00,ESFP,ESTJ
mbti_mcq,B_history_to_B,B_history_to_B,persona_20260410T111600Z_75a15af2,mbti_questions,gemini-2.5-flash-lite,history,1,93,2026-04-10T11:16:01.096461+00:00,ESFP,ESTJ
mbti_mcq,B_only,B_only,persona_20260410T051345Z_9e67313c,mbti_questions,gemini-2.5-flash-lite,none,0,93,2026-04-10T05:15:11.505667+00:00,ESTJ,ESTJ
mbti_mcq,B_summary_to_B,B_summary_to_B,persona_20260410T111621Z_cb39fa37,mbti_questions,gemini-2.5-flash-lite,summary,1,93,2026-04-10T11:16:22.008830+00:00,ESFP,ESTJ
machine_mindset,A_history_to_B,A_history_to_B,persona_20260410T111030Z_70bb806f,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,history,1,30,2026-04-10T11:11:10.232907+00:00,ESFP,ESTJ
machine_mindset,A_only,A_only,persona_20260410T042819Z_67143182,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:28:53.896364+00:00,ESFP,ESFP
machine_mindset,A_summary_to_B,A_summary_to_B,persona_20260410T111419Z_0e3264da,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,summary,1,30,2026-04-10T11:14:51.177258+00:00,ESFP,ESTJ
machine_mindset,B_history_to_B,B_history_to_B,persona_20260410T111606Z_6e3e3075,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,history,1,30,2026-04-10T11:16:06.904855+00:00,ESFP,ESTJ
machine_mindset,B_only,B_only,persona_20260410T051517Z_b9a2d058,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,none,0,30,2026-04-10T05:15:52.831863+00:00,ESTJ,ESTJ
machine_mindset,B_summary_to_B,B_summary_to_B,persona_20260410T111627Z_0237f9f4,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,summary,1,30,2026-04-10T11:16:27.803483+00:00,ESFP,ESTJ
ifeval,A_history_to_B,A_history_to_B,persona_20260410T111119Z_2f644814,ifeval,gemini-2.5-flash-lite,history,1,30,2026-04-10T11:12:21.033039+00:00,ESFP,ESTJ
ifeval,A_only,A_only,persona_20260410T042905Z_79a9b22e,ifeval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:30:03.566471+00:00,ESFP,ESFP
ifeval,A_summary_to_B,A_summary_to_B,persona_20260410T111500Z_7fcc9516,ifeval,gemini-2.5-flash-lite,summary,1,30,2026-04-10T11:15:54.763487+00:00,ESFP,ESTJ
ifeval,B_history_to_B,B_history_to_B,persona_20260410T111615Z_83d8b41c,ifeval,gemini-2.5-flash-lite,history,1,30,2026-04-10T11:16:15.788311+00:00,ESFP,ESTJ
ifeval,B_only,B_only,persona_20260410T051602Z_73ae58d0,ifeval,gemini-2.5-flash-lite,none,0,30,2026-04-10T05:16:56.609372+00:00,ESTJ,ESTJ
ifeval,B_summary_to_B,B_summary_to_B,persona_20260410T111636Z_a4697b67,ifeval,gemini-2.5-flash-lite,summary,1,30,2026-04-10T11:16:36.763505+00:00,ESFP,ESTJ
mbti_mcq,A_history_to_B,A_history_to_B,persona_20260411T035239Z_b20c647c,mbti_questions,gemini-2.5-flash-lite,history,1,93,2026-04-11T03:54:10.431761+00:00,INFJ,INTJ
mbti_mcq,A_only,A_only,persona_20260410T043011Z_e8339941,mbti_questions,gemini-2.5-flash-lite,none,0,93,2026-04-10T04:32:05.635446+00:00,INFJ,INFJ
mbti_mcq,A_summary_to_B,A_summary_to_B,persona_20260411T035603Z_c153a421,mbti_questions,gemini-2.5-flash-lite,summary,1,93,2026-04-11T03:57:40.732531+00:00,INFJ,INTJ
mbti_mcq,B_history_to_B,B_history_to_B,persona_20260411T035954Z_a1b44276,mbti_questions,gemini-2.5-flash-lite,history,1,93,2026-04-11T03:59:54.180104+00:00,INFJ,INTJ
mbti_mcq,B_only,B_only,persona_20260410T042215Z_12ed668c,mbti_questions,gemini-2.5-flash-lite,none,0,93,2026-04-10T04:24:35.135436+00:00,INTJ,INTJ
mbti_mcq,B_summary_to_B,B_summary_to_B,persona_20260411T040032Z_52213324,mbti_questions,gemini-2.5-flash-lite,summary,1,93,2026-04-11T04:00:32.634090+00:00,INFJ,INTJ
machine_mindset,A_history_to_B,A_history_to_B,persona_20260411T035419Z_fe7b92bd,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,history,1,30,2026-04-11T03:54:51.919919+00:00,INFJ,INTJ
machine_mindset,A_only,A_only,persona_20260410T043213Z_524f66a9,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:32:53.235070+00:00,INFJ,INFJ
machine_mindset,A_summary_to_B,A_summary_to_B,persona_20260411T035751Z_7f29259c,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T03:58:34.281137+00:00,INFJ,INTJ
machine_mindset,B_history_to_B,B_history_to_B,persona_20260411T040004Z_44cf1a86,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,history,1,30,2026-04-11T04:00:04.929020+00:00,INFJ,INTJ
machine_mindset,B_only,B_only,persona_20260410T042443Z_edc279e8,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:25:23.370622+00:00,INTJ,INTJ
machine_mindset,B_summary_to_B,B_summary_to_B,persona_20260411T040044Z_2b755667,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T04:00:44.179683+00:00,INFJ,INTJ
ifeval,A_history_to_B,A_history_to_B,persona_20260411T035506Z_796da613,ifeval,gemini-2.5-flash-lite,history,1,30,2026-04-11T03:55:53.474098+00:00,INFJ,INTJ
ifeval,A_only,A_only,persona_20260410T043304Z_111c8cee,ifeval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:34:07.007677+00:00,INFJ,INFJ
ifeval,A_summary_to_B,A_summary_to_B,persona_20260411T035848Z_426f94ae,ifeval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T03:59:44.403224+00:00,INFJ,INTJ
ifeval,B_history_to_B,B_history_to_B,persona_20260411T040019Z_b3bd69c8,ifeval,gemini-2.5-flash-lite,history,1,30,2026-04-11T04:00:19.941208+00:00,INFJ,INTJ
ifeval,B_only,B_only,persona_20260410T042535Z_228ccd72,ifeval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:26:28.617445+00:00,INTJ,INTJ
ifeval,B_summary_to_B,B_summary_to_B,persona_20260411T040058Z_0cb2b2db,ifeval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T04:00:58.655362+00:00,INFJ,INTJ
mbti_mcq,A_history_to_B,A_history_to_B,persona_20260411T055110Z_38670c5a,mbti_questions,gemini-2.5-flash-lite,history,1,93,2026-04-11T05:52:42.024033+00:00,INFJ,ESFP
mbti_mcq,A_only,A_only,persona_20260410T043011Z_e8339941,mbti_questions,gemini-2.5-flash-lite,none,0,93,2026-04-10T04:32:05.635446+00:00,INFJ,INFJ
mbti_mcq,A_summary_to_B,A_summary_to_B,persona_20260411T055440Z_042e7ce1,mbti_questions,gemini-2.5-flash-lite,summary,1,93,2026-04-11T05:55:58.557653+00:00,INFJ,ESFP
mbti_mcq,B_history_to_B,B_history_to_B,persona_20260411T055754Z_26eadff2,mbti_questions,gemini-2.5-flash-lite,history,1,93,2026-04-11T05:57:55.124436+00:00,INFJ,ESFP
mbti_mcq,B_only,B_only,persona_20260410T042636Z_7caa0052,mbti_questions,gemini-2.5-flash-lite,none,0,93,2026-04-10T04:28:11.433417+00:00,ESFP,ESFP
mbti_mcq,B_summary_to_B,B_summary_to_B,persona_20260411T055829Z_5d192702,mbti_questions,gemini-2.5-flash-lite,summary,1,93,2026-04-11T05:58:29.367976+00:00,INFJ,ESFP
machine_mindset,A_history_to_B,A_history_to_B,persona_20260411T055251Z_2f1af7e0,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,history,1,30,2026-04-11T05:53:23.306186+00:00,INFJ,ESFP
machine_mindset,A_only,A_only,persona_20260410T043213Z_524f66a9,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:32:53.235070+00:00,INFJ,INFJ
machine_mindset,A_summary_to_B,A_summary_to_B,persona_20260411T055608Z_c55026db,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T05:56:36.735735+00:00,INFJ,ESFP
machine_mindset,B_history_to_B,B_history_to_B,persona_20260411T055804Z_4337cd66,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,history,1,30,2026-04-11T05:58:05.039772+00:00,INFJ,ESFP
machine_mindset,B_only,B_only,persona_20260410T042819Z_67143182,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:28:53.896364+00:00,ESFP,ESFP
machine_mindset,B_summary_to_B,B_summary_to_B,persona_20260411T055840Z_256cd377,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T05:58:40.418136+00:00,INFJ,ESFP
ifeval,A_history_to_B,A_history_to_B,persona_20260411T055338Z_4e43c8a7,ifeval,gemini-2.5-flash-lite,history,1,30,2026-04-11T05:54:30.045652+00:00,INFJ,ESFP
ifeval,A_only,A_only,persona_20260410T043304Z_111c8cee,ifeval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:34:07.007677+00:00,INFJ,INFJ
ifeval,A_summary_to_B,A_summary_to_B,persona_20260411T055651Z_587a243e,ifeval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T05:57:45.028929+00:00,INFJ,ESFP
ifeval,B_history_to_B,B_history_to_B,persona_20260411T055819Z_8af271f5,ifeval,gemini-2.5-flash-lite,history,1,30,2026-04-11T05:58:19.474386+00:00,INFJ,ESFP
ifeval,B_only,B_only,persona_20260410T042905Z_79a9b22e,ifeval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:30:03.566471+00:00,ESFP,ESFP
ifeval,B_summary_to_B,B_summary_to_B,persona_20260411T055858Z_4856da54,ifeval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T05:58:58.416295+00:00,INFJ,ESFP
mbti_mcq,A_history_to_B,A_history_to_B,persona_20260410T111642Z_13603d91,mbti_questions,gemini-2.5-flash-lite,history,1,93,2026-04-10T11:18:51.411761+00:00,INFJ,ENFJ
mbti_mcq,A_only,A_only,persona_20260410T043011Z_e8339941,mbti_questions,gemini-2.5-flash-lite,none,0,93,2026-04-10T04:32:05.635446+00:00,INFJ,INFJ
mbti_mcq,A_summary_to_B,A_summary_to_B,persona_20260410T112126Z_f77a1160,mbti_questions,gemini-2.5-flash-lite,summary,1,93,2026-04-10T11:26:02.890555+00:00,INFJ,ENFJ
mbti_mcq,B_history_to_B,B_history_to_B,persona_20260410T112927Z_65a4c04e,mbti_questions,gemini-2.5-flash-lite,history,1,93,2026-04-10T11:29:27.440661+00:00,INFJ,ENFJ
mbti_mcq,B_only,B_only,persona_20260410T043414Z_08d8a31e,mbti_questions,gemini-2.5-flash-lite,none,0,93,2026-04-10T04:36:12.905267+00:00,ENFJ,ENFJ
mbti_mcq,B_summary_to_B,B_summary_to_B,persona_20260410T112948Z_dffcd3c8,mbti_questions,gemini-2.5-flash-lite,summary,1,93,2026-04-10T11:29:48.370476+00:00,INFJ,ENFJ
machine_mindset,A_history_to_B,A_history_to_B,persona_20260410T111857Z_eda5cd66,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,history,1,30,2026-04-10T11:19:58.017923+00:00,INFJ,ENFJ
machine_mindset,A_only,A_only,persona_20260410T043213Z_524f66a9,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:32:53.235070+00:00,INFJ,INFJ
machine_mindset,A_summary_to_B,A_summary_to_B,persona_20260410T112608Z_0d08af43,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,summary,1,30,2026-04-10T11:27:52.755998+00:00,INFJ,ENFJ
machine_mindset,B_history_to_B,B_history_to_B,persona_20260410T112933Z_9e85392e,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,history,1,30,2026-04-10T11:29:33.251803+00:00,INFJ,ENFJ
machine_mindset,B_only,B_only,persona_20260410T043619Z_44dd0d64,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:36:57.238756+00:00,ENFJ,ENFJ
machine_mindset,B_summary_to_B,B_summary_to_B,persona_20260410T112954Z_a3f76400,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,summary,1,30,2026-04-10T11:29:54.188678+00:00,INFJ,ENFJ
ifeval,A_history_to_B,A_history_to_B,persona_20260410T112007Z_7f7e9c79,ifeval,gemini-2.5-flash-lite,history,1,30,2026-04-10T11:21:19.965403+00:00,INFJ,ENFJ
ifeval,A_only,A_only,persona_20260410T043304Z_111c8cee,ifeval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:34:07.007677+00:00,INFJ,INFJ
ifeval,A_summary_to_B,A_summary_to_B,persona_20260410T112801Z_ffb10644,ifeval,gemini-2.5-flash-lite,summary,1,30,2026-04-10T11:29:21.155500+00:00,INFJ,ENFJ
ifeval,B_history_to_B,B_history_to_B,persona_20260410T112942Z_602661df,ifeval,gemini-2.5-flash-lite,history,1,30,2026-04-10T11:29:42.142579+00:00,INFJ,ENFJ
ifeval,B_only,B_only,persona_20260410T043707Z_bdcedde1,ifeval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:38:08.326832+00:00,ENFJ,ENFJ
ifeval,B_summary_to_B,B_summary_to_B,persona_20260410T113003Z_2c2dd062,ifeval,gemini-2.5-flash-lite,summary,1,30,2026-04-10T11:30:03.139577+00:00,INFJ,ENFJ
mbti_mcq,A_history_to_B,A_history_to_B,persona_20260410T113009Z_724fe8cd,mbti_questions,gemini-2.5-flash-lite,history,1,93,2026-04-10T11:33:43.341784+00:00,INFJ,ISFJ
mbti_mcq,A_only,A_only,persona_20260410T043011Z_e8339941,mbti_questions,gemini-2.5-flash-lite,none,0,93,2026-04-10T04:32:05.635446+00:00,INFJ,INFJ
mbti_mcq,A_summary_to_B,A_summary_to_B,persona_20260410T113558Z_67697ea2,mbti_questions,gemini-2.5-flash-lite,summary,1,93,2026-04-10T11:38:09.511738+00:00,INFJ,ISFJ
mbti_mcq,B_history_to_B,B_history_to_B,persona_20260410T114024Z_7182784f,mbti_questions,gemini-2.5-flash-lite,history,1,93,2026-04-10T11:40:24.276765+00:00,INFJ,ISFJ
mbti_mcq,B_only,B_only,persona_20260410T043815Z_66a04929,mbti_questions,gemini-2.5-flash-lite,none,0,93,2026-04-10T04:39:50.109713+00:00,ISFJ,ISFJ
mbti_mcq,B_summary_to_B,B_summary_to_B,persona_20260410T114045Z_88abd015,mbti_questions,gemini-2.5-flash-lite,summary,1,93,2026-04-10T11:40:45.186996+00:00,INFJ,ISFJ
machine_mindset,A_history_to_B,A_history_to_B,persona_20260410T113349Z_0ff29008,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,history,1,30,2026-04-10T11:34:42.607824+00:00,INFJ,ISFJ
machine_mindset,A_only,A_only,persona_20260410T043213Z_524f66a9,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:32:53.235070+00:00,INFJ,INFJ
machine_mindset,A_summary_to_B,A_summary_to_B,persona_20260410T113815Z_219d96a1,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,summary,1,30,2026-04-10T11:39:00.215979+00:00,INFJ,ISFJ
machine_mindset,B_history_to_B,B_history_to_B,persona_20260410T114030Z_b654ffa3,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,history,1,30,2026-04-10T11:40:30.066925+00:00,INFJ,ISFJ
machine_mindset,B_only,B_only,persona_20260410T043956Z_94953cd7,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:40:32.989886+00:00,ISFJ,ISFJ
machine_mindset,B_summary_to_B,B_summary_to_B,persona_20260410T114050Z_5996a2ba,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,summary,1,30,2026-04-10T11:40:50.957480+00:00,INFJ,ISFJ
ifeval,A_history_to_B,A_history_to_B,persona_20260410T113451Z_4e1c9a97,ifeval,gemini-2.5-flash-lite,history,1,30,2026-04-10T11:35:52.775800+00:00,INFJ,ISFJ
ifeval,A_only,A_only,persona_20260410T043304Z_111c8cee,ifeval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:34:07.007677+00:00,INFJ,INFJ
ifeval,A_summary_to_B,A_summary_to_B,persona_20260410T113909Z_55182662,ifeval,gemini-2.5-flash-lite,summary,1,30,2026-04-10T11:40:18.036922+00:00,INFJ,ISFJ
ifeval,B_history_to_B,B_history_to_B,persona_20260410T114038Z_3348ed18,ifeval,gemini-2.5-flash-lite,history,1,30,2026-04-10T11:40:38.956692+00:00,INFJ,ISFJ
ifeval,B_only,B_only,persona_20260410T044043Z_25472c73,ifeval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:41:36.829511+00:00,ISFJ,ISFJ
ifeval,B_summary_to_B,B_summary_to_B,persona_20260410T114059Z_ecb78e43,ifeval,gemini-2.5-flash-lite,summary,1,30,2026-04-10T11:40:59.885855+00:00,INFJ,ISFJ
mbti_mcq,A_history_to_B,A_history_to_B,persona_20260410T114106Z_2bb2f196,mbti_questions,gemini-2.5-flash-lite,history,1,93,2026-04-10T11:44:33.292578+00:00,INFJ,ENTJ
mbti_mcq,A_only,A_only,persona_20260410T043011Z_e8339941,mbti_questions,gemini-2.5-flash-lite,none,0,93,2026-04-10T04:32:05.635446+00:00,INFJ,INFJ
mbti_mcq,A_summary_to_B,A_summary_to_B,persona_20260410T114702Z_db4ad835,mbti_questions,gemini-2.5-flash-lite,summary,1,93,2026-04-10T11:49:50.411822+00:00,INFJ,ENTJ
mbti_mcq,B_history_to_B,B_history_to_B,persona_20260410T115148Z_ad99e60f,mbti_questions,gemini-2.5-flash-lite,history,1,93,2026-04-10T11:51:48.515437+00:00,INFJ,ENTJ
mbti_mcq,B_only,B_only,persona_20260410T044143Z_ae3a3961,mbti_questions,gemini-2.5-flash-lite,none,0,93,2026-04-10T04:43:15.825228+00:00,ENTJ,ENTJ
mbti_mcq,B_summary_to_B,B_summary_to_B,persona_20260410T115209Z_a216b323,mbti_questions,gemini-2.5-flash-lite,summary,1,93,2026-04-10T11:52:09.391722+00:00,INFJ,ENTJ
machine_mindset,A_history_to_B,A_history_to_B,persona_20260410T114439Z_387d3f40,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,history,1,30,2026-04-10T11:45:22.815991+00:00,INFJ,ENTJ
machine_mindset,A_only,A_only,persona_20260410T043213Z_524f66a9,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:32:53.235070+00:00,INFJ,INFJ
machine_mindset,A_summary_to_B,A_summary_to_B,persona_20260410T114956Z_4c245583,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,summary,1,30,2026-04-10T11:50:35.744097+00:00,INFJ,ENTJ
machine_mindset,B_history_to_B,B_history_to_B,persona_20260410T115154Z_bcf2afe4,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,history,1,30,2026-04-10T11:51:54.298062+00:00,INFJ,ENTJ
machine_mindset,B_only,B_only,persona_20260410T044322Z_4a327fe0,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:43:53.800651+00:00,ENTJ,ENTJ
machine_mindset,B_summary_to_B,B_summary_to_B,persona_20260410T115215Z_4d1bde2d,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,summary,1,30,2026-04-10T11:52:15.175214+00:00,INFJ,ENTJ
ifeval,A_history_to_B,A_history_to_B,persona_20260410T114531Z_7affe16b,ifeval,gemini-2.5-flash-lite,history,1,30,2026-04-10T11:46:56.567241+00:00,INFJ,ENTJ
ifeval,A_only,A_only,persona_20260410T043304Z_111c8cee,ifeval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:34:07.007677+00:00,INFJ,INFJ
ifeval,A_summary_to_B,A_summary_to_B,persona_20260410T115044Z_3f8861d9,ifeval,gemini-2.5-flash-lite,summary,1,30,2026-04-10T11:51:42.263364+00:00,INFJ,ENTJ
ifeval,B_history_to_B,B_history_to_B,persona_20260410T115203Z_0dfc13f7,ifeval,gemini-2.5-flash-lite,history,1,30,2026-04-10T11:52:03.178497+00:00,INFJ,ENTJ
ifeval,B_only,B_only,persona_20260410T044405Z_2b545982,ifeval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:44:52.827520+00:00,ENTJ,ENTJ
